categoria_ruralidad_2024,cod_natujur,count_a,count_de,departamento,dinamica_2024,divipola,documento_justificativo,estado_folio,fecha_apertura_texto,fecha_radica_texto,matricula,municipio,nombre_natujur,num_anotacion,orip,pk,predios_nuevos,tiene_mas_de_un_valor,tiene_valor,tipo_predio_zona,valor,year_radica
Ciudades y aglomeraciones,109,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1552 DE 05-10-2020; NOTARIA TREINTA DE BOGOTA D.C.,,1972-01-14 00:00:00,2020-10-28 00:00:00,50C-3502,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,30,50C,11001-50C-003502-00030-00109-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,427,2,1,BOGOTÁ D.C.,0,11001,04-OFICIO 0297 DE 26-01-2017; JUZGADO SEPTIMO CIVIL MUNICIPAL DE ORALIDAD DE BOGOTA D. C.,,1972-01-13 00:00:00,2017-02-02 00:00:00,50C-3518,BOGOTÁ D.C.,EMBARGO EJECUTIVO CON ACCIÓN PERSONAL,33,50C,11001-50C-003518-00033-00427-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,843,2,1,BOGOTÁ D.C.,0,11001,04-OFICIO 4089 DE 08-11-2017; JUZGADO 007  CIVIL  MUNICIPAL DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-13 00:00:00,2017-11-15 00:00:00,50C-3518,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,34,50C,11001-50C-003518-00034-00843-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,125,2,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 4021 DE 16-11-2017; NOTARIA ONCE DE BOGOTA D. C.,,1972-01-17 00:00:00,2017-11-28 00:00:00,50C-3519,BOGOTÁ D.C.,COMPRAVENTA,20,50C,11001-50C-003519-00020-00125-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,427,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 0457 DE 15-02-2017; JUZGADO 068  CIVIL  MUNICIPAL DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-17 00:00:00,2017-03-07 00:00:00,50C-3520,BOGOTÁ D.C.,EMBARGO EJECUTIVO CON ACCIÓN PERSONAL,22,50C,11001-50C-003520-00022-00427-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,415,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 2394 DE 21-09-2019; JUZGADO 023  CIVIL DE CIRCUITO DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-17 00:00:00,2019-10-04 00:00:00,50C-3520,BOGOTÁ D.C.,DEMANDA EN PROCESO DIVISORIO,23,50C,11001-50C-003520-00023-00415-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,841,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 0231 DE 06-02-2019; JUZGADO 82 CIVIL MUNICIPAL DE BOGOTA D. C.,,1972-01-18 00:00:00,2019-03-01 00:00:00,50C-3522,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,21,50C,11001-50C-003522-00021-00841-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,129,1,1,BOGOTÁ D.C.,1,11001,12-ACTA DE CONCILIACION 69198 DE 16-01-2015; CAMARA DE COMERCIO DE BOGOTA DE BOGOTA D. C.,,1972-01-18 00:00:00,2019-07-19 00:00:00,50C-3522,BOGOTÁ D.C.,DACIÓN EN PAGO,22,50C,11001-50C-003522-00022-00129-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,307,1,10,BOGOTÁ D.C.,1,11001,01-ESCRITURA 6564 DE 31-12-2022; NOTARIA SEPTIMA DE BOGOTA D.C.,,1972-01-17 00:00:00,2023-04-14 00:00:00,50C-3528,BOGOTÁ D.C.,COMPRAVENTA DERECHOS DE CUOTA,37,50C,11001-50C-003528-00037-00307-2023,0,0,1,URBANO,98000000,2023
Ciudades y aglomeraciones,307,1,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 4461 DE 08-11-2023; NOTARIA SEPTIMA DE BOGOTA D.C.,,1972-01-17 00:00:00,2023-11-30 00:00:00,50C-3528,BOGOTÁ D.C.,COMPRAVENTA DERECHOS DE CUOTA,38,50C,11001-50C-003528-00038-00307-2023,0,0,1,URBANO,20000000,2023
Ciudades y aglomeraciones,843,2,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 7637 DE 23-12-2014; NOTARIA SEPTIMA DE BUCARAMANGA,,1972-01-17 00:00:00,2015-02-11 00:00:00,50C-3531,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,19,50C,11001-50C-003531-00019-00843-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,455,1,1,BOGOTÁ D.C.,1,11001,16-RESOLUCION 091 DE 15-05-2015; EMPRESA DE RENOVACION URBANA DE BOGOTA D. C.,,1972-01-17 00:00:00,2015-06-23 00:00:00,50C-3531,BOGOTÁ D.C.,OFERTA DE COMPRA EN BIEN URBANO,20,50C,11001-50C-003531-00020-00455-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,842,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 5381 DE 27-05-2016; EMPRESA NACIONAL DE RENOVACION Y DESARROLLO URBANO VIRGILIO BARCO VARGAS S.A.S. DE BOGOTA,,1972-01-17 00:00:00,2016-06-13 00:00:00,50C-3531,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,21,50C,11001-50C-003531-00021-00842-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 540 DE 14-04-2016; NOTARIA CINCUENTA Y NUEVE DE BOGOTA D. C.,,1972-01-17 00:00:00,2016-06-13 00:00:00,50C-3531,BOGOTÁ D.C.,COMPRAVENTA,22,50C,11001-50C-003531-00022-00125-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,164,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 5541 DE 23-12-2016; NOTARIA PRIMERA DE BOGOTA D. C.,,1972-01-17 00:00:00,2017-02-01 00:00:00,50C-3531,BOGOTÁ D.C.,TRANSFERENCIA DE DOMINIO A TÍTULO DE BENEFICIO EN FIDUCIA MERCANTIL,23,50C,11001-50C-003531-00023-00164-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 4411 DE 15-06-2016; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-18 00:00:00,2016-06-17 00:00:00,50C-3535,BOGOTÁ D.C.,VALORIZACIÓN,12,50C,11001-50C-003535-00012-00212-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,841,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 10908 DE 30-09-2016; CENTRO DE SERVICIOS JUDICIALES PARA LOS JUZGADOS PENALES PARA ADOLESCENTES DE BOGOTA D. C,,1972-01-18 00:00:00,2016-10-27 00:00:00,50C-3535,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,13,50C,11001-50C-003535-00013-00841-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,842,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 5660361771 DE 20-05-2020; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-18 00:00:00,2020-06-01 00:00:00,50C-3535,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,14,50C,11001-50C-003535-00014-00842-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,109,4,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1152 DE 26-05-2021; NOTARIA TREINTA Y CUATRO DE BOGOTA D.C.,,1972-01-18 00:00:00,2021-06-24 00:00:00,50C-3535,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,15,50C,11001-50C-003535-00015-00109-2021,0,0,0,URBANO,,2021
Ciudades y aglomeraciones,843,1,0,BOGOTÁ D.C.,0,11001,02-CERTIFICADO 216 DE 17-04-2023; NOTARIA VEINTE DE BOGOTA D.C.,,1972-01-18 00:00:00,2023-05-08 00:00:00,50C-3536,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,16,50C,11001-50C-003536-00016-00843-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,109,4,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 6261 DE 19-12-2022; NOTARIA VEINTE DE BOGOTA D. C.,,1972-01-18 00:00:00,2023-06-05 00:00:00,50C-3536,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,17,50C,11001-50C-003536-00017-00109-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,843,2,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 5860 DE 04-11-2023; NOTARIA TERCERA DE VILLAVICENCIO,,1972-01-18 00:00:00,2023-12-21 00:00:00,50C-3537,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,21,50C,11001-50C-003537-00021-00843-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,125,3,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 5860 DE 04-11-2023; NOTARIA TERCERA DE VILLAVICENCIO,,1972-01-18 00:00:00,2023-12-21 00:00:00,50C-3537,BOGOTÁ D.C.,COMPRAVENTA,22,50C,11001-50C-003537-00022-00125-2023,0,0,1,URBANO,608236990,2023
Ciudades y aglomeraciones,314,2,3,BOGOTÁ D.C.,0,11001,01-ESCRITURA 5860 DE 04-11-2023; NOTARIA TERCERA DE VILLAVICENCIO,,1972-01-18 00:00:00,2023-12-21 00:00:00,50C-3537,BOGOTÁ D.C.,CONSTITUCIÓN DE USUFRUCTO,23,50C,11001-50C-003537-00023-00314-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,901,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 3912 DE 22-09-2016; NOTARIA CINCUENTA Y CUATRO DE BOGOTA D. C.,,1972-01-18 00:00:00,2016-10-06 00:00:00,50C-3538,BOGOTÁ D.C.,ACLARACIÓN,24,50C,11001-50C-003538-00024-00901-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,359,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 1296360 DE 12-03-2018; SECRETARIA DISTRITAL DE PLANEACION DE BOGOTA D. C.,,1972-01-18 00:00:00,2018-03-21 00:00:00,50C-3538,BOGOTÁ D.C.,DECLARATORIA DE BIEN INMUEBLE DE INTERES CULTURAL NUMERAL 1.2 ART 7 DE LA LEY 1185 DE 2008,25,50C,11001-50C-003538-00025-00359-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,301,2,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3662 DE 25-08-2017; NOTARIA CUARENTA DE BOGOTA D. C.,,1986-09-18 00:00:00,2017-09-08 00:00:00,50C-3547,BOGOTÁ D.C.,ADJUDICACIÓN SUCESIÓN DERECHO DE CUOTA,21,50C,11001-50C-003547-00021-00301-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,307,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2110 DE 06-10-2017; NOTARIA OCTAVA DE BOGOTA D. C.,,1986-09-18 00:00:00,2017-10-11 00:00:00,50C-3547,BOGOTÁ D.C.,COMPRAVENTA DERECHOS DE CUOTA,22,50C,11001-50C-003547-00022-00307-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,128,1,3,BOGOTÁ D.C.,0,11001,01-ESCRITURA 53 DE 19-01-2018; NOTARIA CUARENTA Y DOS DE BOGOTA D. C.,,1986-09-18 00:00:00,2018-02-08 00:00:00,50C-3547,BOGOTÁ D.C.,CONSTITUCIÓN DE FIDUCIA MERCANTIL,23,50C,11001-50C-003547-00023-00128-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,919,1,0,BOGOTÁ D.C.,1,11001,01-ESCRITURA 473 DE 19-03-2019; NOTARIA CUARENTA Y DOS DE BOGOTA D. C.,,1986-09-18 00:00:00,2019-03-27 00:00:00,50C-3547,BOGOTÁ D.C.,ENGLOBE,24,50C,11001-50C-003547-00024-00919-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,308,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1915 DE 09-09-2015; NOTARIA TREINTA Y CINCO DE BOGOTA D. C.,,1972-01-19 00:00:00,2020-03-10 00:00:00,50C-3571,BOGOTÁ D.C.,COMPRAVENTA NUDA PROPIEDAD,5,50C,11001-50C-003571-00005-00308-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,333,1,0,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1915 DE 09-09-2015; NOTARIA TREINTA Y CINCO DE BOGOTA D. C.,,1972-01-19 00:00:00,2020-03-10 00:00:00,50C-3571,BOGOTÁ D.C.,RESERVA DERECHO DE USUFRUCTO,6,50C,11001-50C-003571-00006-00333-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,842,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 5181 DE 15-05-2015; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-19 00:00:00,2015-05-22 00:00:00,50C-3572,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,9,50C,11001-50C-003572-00009-00842-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,841,4,1,BOGOTÁ D.C.,0,11001,04-OFICIO 971 DE 29-09-2015; JUZGADO 002 CIVIL DEL CIRCUITO DE DESCONGESTION DE BOGOTA D. C.,,1972-01-19 00:00:00,2016-04-06 00:00:00,50C-3572,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,10,50C,11001-50C-003572-00010-00841-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,108,1,0,BOGOTÁ D.C.,1,11001,11-AUTO 2010-00371 DE 19-08-2015; JUZGADO 002 CIVIL DEL CIRCUITO DE DESCONGESTION DE BOGOTA D. C.,,1972-01-19 00:00:00,2016-04-06 00:00:00,50C-3572,BOGOTÁ D.C.,ADJUDICACIÓN EN REMATE,11,50C,11001-50C-003572-00011-00108-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,843,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 684 DE 06-02-2015; NOTARIA CINCUENTA Y UNO DE BOGOTA D. C.,,1972-01-17 00:00:00,2015-02-10 00:00:00,50C-3580,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,27,50C,11001-50C-003580-00027-00843-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,841,2,1,BOGOTÁ D.C.,0,11001,04-OFICIO 1546 DE 16-07-2015; JUZGADO 035  CIVIL DE CIRCUITO DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-17 00:00:00,2015-08-11 00:00:00,50C-3580,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,28,50C,11001-50C-003580-00028-00841-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,430,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 1062 DE 09-03-2017; JUZGADO 049  CIVIL  MUNICIPAL DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-17 00:00:00,2017-03-16 00:00:00,50C-3580,BOGOTÁ D.C.,EMBARGO EJECUTIVO DERECHOS DE CUOTA,29,50C,11001-50C-003580-00029-00430-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,841,1,1,BOGOTÁ D.C.,0,11001,04-OFICIO 2823 DE 08-06-2017; JUZGADO 049  CIVIL  MUNICIPAL DE BOGOTA D.C. DE BOGOTA D. C.,,1972-01-17 00:00:00,2017-08-14 00:00:00,50C-3580,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA JUDICIAL,30,50C,11001-50C-003580-00030-00841-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,307,3,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 4298 DE 10-07-2017; NOTARIA CINCUENTA Y UNO DE BOGOTA D. C.,,1972-01-17 00:00:00,2017-08-14 00:00:00,50C-3580,BOGOTÁ D.C.,COMPRAVENTA DERECHOS DE CUOTA,31,50C,11001-50C-003580-00031-00307-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,125,1,3,BOGOTÁ D.C.,1,11001,01-ESCRITURA 8078 DE 04-10-2017; NOTARIA TREINTA Y OCHO DE BOGOTA D. C.,,1972-01-17 00:00:00,2017-10-13 00:00:00,50C-3580,BOGOTÁ D.C.,COMPRAVENTA,32,50C,11001-50C-003580-00032-00125-2017,0,0,0,URBANO,,2017
Ciudades y aglomeraciones,197,2,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 4696 DE 30-12-2019; NOTARIA VEINTE DE BOGOTA D. C.,,1972-01-17 00:00:00,2020-02-17 00:00:00,50C-3590,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESIÓN Y LIQUIDACIÓN DE LA SOCIEDAD CONYUGAL Y/O SOCIEDAD PATRIMONIAL DE HECHO,3,50C,11001-50C-003590-00003-00197-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,843,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 13122 DE 15-12-2015; NOTARIA TREINTA Y OCHO DE BOGOTA D. C.,,1972-01-17 00:00:00,2015-12-21 00:00:00,50C-3606,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,37,50C,11001-50C-003606-00037-00843-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,125,3,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 4875 DE 11-07-2019; NOTARIA TREINTA Y OCHO DE BOGOTA D.C.,,1972-01-17 00:00:00,2019-07-23 00:00:00,50C-3606,BOGOTÁ D.C.,COMPRAVENTA,38,50C,11001-50C-003606-00038-00125-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,501,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 2647 DE 28-10-2020; NOTARIA CUARENTA DE BOGOTA D.C.,,1972-01-17 00:00:00,2020-11-09 00:00:00,50C-3647,BOGOTÁ D.C.,ADMINISTRACIÓN ANTICRETICA,25,50C,11001-50C-003647-00025-00501-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,331,1,0,BOGOTÁ D.C.,1,11001,01-ESCRITURA 215 DE 16-02-2016; NOTARIA CUARENTA Y UNO DE BOGOTA D. C.,,1972-01-17 00:00:00,2016-02-22 00:00:00,50C-3661,BOGOTÁ D.C.,REFORMA REGLAMENTO DE PROPIEDAD HORIZONTAL,10,50C,11001-50C-003661-00010-00331-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,843,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 193 DE 03-02-1986; NOTARIA TERCERA DE BOGOTA D. C.,,1972-01-17 00:00:00,2015-12-16 00:00:00,50C-3665,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,9,50C,11001-50C-003665-00009-00843-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,843,1,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 193 DE 03-02-1986; NOTARIA TERCERA DE BOGOTA D. C.,,1972-01-17 00:00:00,2015-12-16 00:00:00,50C-3665,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,10,50C,11001-50C-003665-00010-00843-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,901,1,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 459 DE 21-03-2018; NOTARIA CUARENTA Y UNO DE BOGOTA D. C.,,1989-07-19 00:00:00,2018-04-02 00:00:00,50C-1209606,BOGOTÁ D.C.,ACLARACIÓN,12,50C,11001-50C-1209606-00012-00901-2018,0,0,0,URBANO,,2018
Ciudades y aglomeraciones,197,5,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1937 DE 17-12-2018; NOTARIA SETENTA DE BOGOTA D. C.,,1972-01-17 00:00:00,2019-02-18 00:00:00,50C-3665,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESIÓN Y LIQUIDACIÓN DE LA SOCIEDAD CONYUGAL Y/O SOCIEDAD PATRIMONIAL DE HECHO,11,50C,11001-50C-003665-00011-00197-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,843,1,2,BOGOTÁ D.C.,0,11001,01-ESCRITURA 278 DE 12-03-2019; NOTARIA SETENTA Y UNO DE BOGOTA D. C.,,1972-01-17 00:00:00,2019-03-21 00:00:00,50C-3667,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,21,50C,11001-50C-003667-00021-00843-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,219,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 278 DE 12-03-2019; NOTARIA SETENTA Y UNO DE BOGOTA D. C.,,1972-01-17 00:00:00,2019-03-21 00:00:00,50C-3667,BOGOTÁ D.C.,HIPOTECA ABIERTA SIN LIMITE DE CUANTIA,22,50C,11001-50C-003667-00022-00219-2019,0,0,0,URBANO,,2019
Ciudades y aglomeraciones,125,2,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3984 DE 09-12-2020; NOTARIA VEINTIUNO DE BOGOTA D.C.,,1972-01-18 00:00:00,2020-12-23 00:00:00,50C-3668,BOGOTÁ D.C.,COMPRAVENTA,10,50C,11001-50C-003668-00010-00125-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,304,2,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 3984 DE 09-12-2020; NOTARIA VEINTIUNO DE BOGOTA D.C.,,1972-01-18 00:00:00,2020-12-23 00:00:00,50C-3668,BOGOTÁ D.C.,AFECTACIÓN A VIVIENDA FAMILIAR,11,50C,11001-50C-003668-00011-00304-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,843,2,1,BOGOTÁ D.C.,0,11001,02-CERTIFICADO 5356 DE 29-12-2020; NOTARIA CINCUENTA Y UNO DE BOGOTA D.C.,,1972-01-18 00:00:00,2021-02-16 00:00:00,50C-3669,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,20,50C,11001-50C-003669-00020-00843-2021,0,0,0,URBANO,,2021
Ciudades y aglomeraciones,125,2,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 3984 DE 09-12-2020; NOTARIA VEINTIUNO DE BOGOTA D.C.,,1972-01-20 00:00:00,2020-12-23 00:00:00,50C-3670,BOGOTÁ D.C.,COMPRAVENTA,15,50C,11001-50C-003670-00015-00125-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,304,2,0,BOGOTÁ D.C.,0,11001,01-ESCRITURA 3984 DE 09-12-2020; NOTARIA VEINTIUNO DE BOGOTA D.C.,,1972-01-20 00:00:00,2020-12-23 00:00:00,50C-3670,BOGOTÁ D.C.,AFECTACIÓN A VIVIENDA FAMILIAR,16,50C,11001-50C-003670-00016-00304-2020,0,0,0,URBANO,,2020
Ciudades y aglomeraciones,109,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2385 DE 18-05-2023; NOTARIA VEINTISIETE DE BOGOTA D.C.,,1972-01-20 00:00:00,2023-06-07 00:00:00,50C-3671,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,15,50C,11001-50C-003671-00015-00109-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 35581 DE 11-09-2015; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-18 00:00:00,2015-09-14 00:00:00,50C-3675,BOGOTÁ D.C.,VALORIZACIÓN,16,50C,11001-50C-003675-00016-00212-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,212,0,1,BOGOTÁ D.C.,1,11001,04-OFICIO 517611 DE 05-10-2015; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-18 00:00:00,2015-10-09 00:00:00,50C-3675,BOGOTÁ D.C.,VALORIZACIÓN,17,50C,11001-50C-003675-00017-00212-2015,0,0,0,URBANO,,2015
Ciudades y aglomeraciones,842,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 5660375101 DE 08-06-2016; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-18 00:00:00,2016-06-10 00:00:00,50C-3675,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,18,50C,11001-50C-003675-00018-00842-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,842,0,1,BOGOTÁ D.C.,0,11001,04-OFICIO 18651 DE 12-12-2016; INSTITUTO DE DESARROLLO URBANO - IDU DE BOGOTA D. C.,,1972-01-18 00:00:00,2016-12-14 00:00:00,50C-3675,BOGOTÁ D.C.,CANCELACIÓN PROVIDENCIA ADMINISTRATIVA,19,50C,11001-50C-003675-00019-00842-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,313,3,1,BOGOTÁ D.C.,0,11001,01-ESCRITURA 6810 DE 12-12-2023; NOTARIA SETENTA Y TRES DE BOGOTA D. C.,,1972-01-18 00:00:00,2023-12-19 00:00:00,50C-3676,BOGOTÁ D.C.,CONSTITUCIÓN DE FIDEICOMISO CIVIL,29,50C,11001-50C-003676-00029-00313-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,843,2,1,BOGOTÁ D.C.,0,11001,02-CERTIFICADO 5356 DE 29-12-2020; NOTARIA CINCUENTA Y UNO DE BOGOTA D.C.,,1972-01-18 00:00:00,2021-02-16 00:00:00,50C-3678,BOGOTÁ D.C.,CANCELACIÓN POR VOLUNTAD DE LAS PARTES,20,50C,11001-50C-003678-00020-00843-2021,0,0,0,URBANO,,2021
Ciudades y aglomeraciones,125,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 845 DE 22-02-2016; NOTARIA NOVENA DE BOGOTA D. C.,,1972-01-18 00:00:00,2016-04-01 00:00:00,50C-3679,BOGOTÁ D.C.,COMPRAVENTA,17,50C,11001-50C-003679-00017-00125-2016,0,0,0,URBANO,,2016
Ciudades y aglomeraciones,109,5,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 726 DE 21-04-2023; NOTARIA SESENTA Y SEIS DE BOGOTA D.C.,,1972-01-18 00:00:00,2023-06-01 00:00:00,50C-3679,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,18,50C,11001-50C-003679-00018-00109-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,109,1,1,BOGOTÁ D.C.,1,11001,01-ESCRITURA 2385 DE 18-05-2023; NOTARIA VEINTISIETE DE BOGOTA D.C.,,1972-01-18 00:00:00,2023-06-07 00:00:00,50C-3683,BOGOTÁ D.C.,ADJUDICACIÓN EN SUCESION,15,50C,11001-50C-003683-00015-00109-2023,0,0,0,URBANO,,2023
Ciudades y aglomeraciones,112,1,2,BOGOTÁ D.C.,1,11001,01-ESCRITURA 1406 DE 27-07-2018; NOTARIA SETENTA Y SIETE DE BOGOTA D. C.,,1972-01-18 00:00:00,2018-08-10 00:00:00,50C-3686,BOGOTÁ D.C.,ADJUDICACIÓN LIQUIDACIÓN SOCIEDAD CONYUGAL,14,50C,11001-50C-003686-00014-00112-2018,0,0,0,URBANO,,2018
